,from, to, weight, directed
13249,13843,13844,1,True
13250,13845,13529,1,True
13251,13846,9787,1,True
13252,13847,13273,1,True
13253,13848,13690,1,True
13254,3218,5264,1,True
13255,13849,13690,1,True
13256,13850,11346,1,True
13257,13851,13852,1,True
13258,13853,13854,1,True
13259,13855,13817,1,True
13260,13856,5289,1,True
13261,13857,7899,1,True
13262,13858,12780,1,True
13263,13859,13860,1,True
13264,13861,4783,1,True
13265,13862,13863,1,True
13266,13864,9587,1,True
13267,13865,9807,1,True
13268,13866,13867,1,True
13269,13868,3654,3,True
13270,13869,13870,1,True
13271,13871,13872,1,True
13272,13871,4398,1,True
13273,13873,10243,1,True
13274,13873,35,1,True
13275,13874,9807,1,True
13276,13875,13876,1,True
13277,13877,13690,1,True
13278,13878,13879,1,True
13279,13878,13880,1,True
13280,13881,13690,1,True
13281,13882,13883,1,True
13282,13884,611,1,True
13283,13884,8540,1,True
13284,13884,8541,1,True
13285,13885,13886,1,True
13286,13887,9327,1,True
13287,13888,12647,1,True
13288,13889,1771,1,True
13289,13890,9327,1,True
13290,13891,13690,1,True
13291,13892,13690,1,True
13292,13893,9204,1,True
13293,13893,9205,1,True
13294,13894,13895,1,True
13295,13894,1331,1,True
13296,13896,13897,1,True
13297,13896,13898,1,True
13298,13896,13899,1,True
13299,13896,13900,1,True
13300,13896,13901,1,True
13301,13902,12780,1,True
13302,13903,4398,1,True
13303,13904,11973,1,True
13304,13905,11528,1,True
13305,13905,8108,1,True
13306,13906,13907,1,True
13307,13908,196,1,True
13308,13908,5274,1,True
13309,13909,12660,1,True
13310,13909,7053,1,True
13311,13910,114,1,True
13312,13911,13912,1,True
13313,13913,4301,1,True
13314,13914,13915,1,True
13315,13916,11603,1,True
13316,13917,9327,1,True
13317,13918,13919,1,True
13318,13920,7899,1,True
13319,3211,196,1,True
13320,3211,5274,1,True
13321,13921,13554,1,True
13322,13922,6336,1,True
13323,13923,1771,1,True
13324,13924,196,1,True
13325,13924,5274,1,True
13326,13925,9807,1,True
13327,13926,10820,1,True
13328,13927,12581,1,True
13329,13928,13929,1,True
13330,13930,13883,1,True
13331,13931,11346,1,True
13332,13932,8305,1,True
13333,13933,13467,1,True
13334,13934,13919,1,True
13335,13935,13936,1,True
13336,13937,13938,1,True
13337,13939,13940,1,True
13338,13939,13941,1,True
13339,13942,13690,1,True
13340,13943,11590,1,True
13341,13944,13945,1,True
13342,13946,13947,1,True
13343,13948,1771,1,True
13344,13949,9807,1,True
13345,13950,196,1,True
13346,13950,5274,1,True
13347,13951,196,1,True
13348,13951,5274,1,True
13349,13952,13690,1,True
13350,13953,611,1,True
13351,13953,8540,1,True
13352,13953,8541,1,True
13353,13954,13955,1,True
13354,13956,196,1,True
13355,13956,5274,1,True
13356,13957,10820,1,True
13357,13958,10820,1,True
13358,13959,12780,1,True
13359,13960,13961,1,True
13360,13962,5289,1,True
13361,13963,611,1,True
13362,13963,8540,1,True
13363,13963,8541,1,True
13364,13964,114,1,True
13365,13965,196,1,True
13366,13965,5274,1,True
13367,13966,13967,1,True
13368,13968,1771,1,True
13369,9640,9327,1,True
13370,13969,13690,1,True
13371,13970,9807,1,True
13372,13971,13680,1,True
13373,13972,611,1,True
13374,13972,8540,1,True
13375,13972,8541,1,True
13376,13973,13690,1,True
13377,6526,6525,1,True
13378,6526,6526,1,True
13379,6526,6527,1,True
13380,6526,6528,1,True
13381,6526,6529,1,True
13382,13974,1400,2,True
13383,13974,4210,1,True
13384,13975,11715,1,True
13385,13976,13977,1,True
13386,13978,13690,1,True
13387,13979,13690,1,True
13388,13980,7779,1,True
13389,13981,13982,1,True
13390,13981,13983,1,True
13391,13981,13984,1,True
13392,13985,5216,1,True
13393,13986,13987,1,True
13394,13988,1669,2,True
13395,13988,1668,1,True
13396,13988,524,1,True
13397,13989,11204,1,True
13398,13990,13991,1,True
13399,13992,13993,1,True
13400,276,13994,1,True
13401,13995,8953,1,True
13402,13995,8954,1,True
13403,13995,8955,1,True
13404,13995,8956,1,True
13405,13995,8957,1,True
13406,13995,8958,1,True
13407,13995,611,1,True
13408,13995,8959,1,True
13409,13995,8960,1,True
13410,13995,8961,1,True
13411,13995,8962,1,True
13412,13995,8963,1,True
13413,13995,8229,1,True
13414,13995,8964,1,True
13415,13996,9231,1,True
13416,13997,611,1,True
13417,13997,8540,1,True
13418,13997,8541,1,True
13419,13998,211,1,True
13420,13998,13999,1,True
13421,14000,8883,1,True
13422,14000,8884,1,True
13423,14000,8885,1,True
13424,14000,8886,1,True
13425,14000,8887,1,True
13426,14001,6336,1,True
13427,14002,13690,1,True
13428,14003,14004,1,True
13429,14005,14006,1,True
13430,14005,14007,1,True
13431,14008,14009,1,True
13432,14010,14011,1,True
13433,14012,5289,1,True
13434,14013,13478,1,True
13435,14014,13690,1,True
13436,14015,14016,1,True
13437,14017,9327,1,True
13438,14018,14019,1,True
13439,14020,7899,1,True
13440,14021,13690,1,True
13441,14022,11041,1,True
13442,14023,13879,1,True
13443,14023,13880,1,True
13444,14024,14025,1,True
13445,14026,13680,1,True
13446,14027,14028,1,True
13447,14029,13736,1,True
13448,14030,14031,1,True
13449,14032,196,1,True
13450,14032,5274,1,True
13451,14033,14033,1,True
13452,14034,14035,1,True
13453,14034,14034,1,True
13454,14034,14036,1,True
13455,14037,14038,1,True
13456,14039,14025,1,True
13457,14040,13621,1,True
13458,14041,6596,1,True
13459,14042,10524,1,True
13460,14043,14044,1,True
13461,14045,14046,1,True
13462,14047,13977,1,True
13463,14048,7052,1,True
13464,14048,7053,1,True
13465,14049,13690,1,True
13466,14050,13919,1,True
13467,2985,9327,1,True
13468,14051,4783,1,True
13469,14052,14053,1,True
13470,14054,7169,1,True
13471,14055,9807,1,True
13472,14056,13736,1,True
13473,14057,114,1,True
13474,14058,12260,1,True
13475,14059,6596,1,True
13476,14060,8708,1,True
13477,14060,13539,1,True
13478,14060,13540,1,True
13479,14061,13621,1,True
13480,14062,13418,1,True
13481,14063,12780,1,True
13482,14064,14065,1,True
13483,14066,10820,1,True
13484,14067,11346,1,True
13485,14068,13955,1,True
13486,14069,14070,1,True
13487,14069,9807,1,True
13488,14071,7143,1,True
13489,14072,1128,1,True
13490,14073,14074,1,True
13491,14075,12581,1,True
13492,14076,14077,1,True
13493,14076,12513,1,True
13494,14076,14078,1,True
13495,14076,14079,1,True
13496,1101,14080,1,True
13497,14081,12780,1,True
13498,14082,12780,1,True
13499,14083,9327,1,True
13500,14084,9807,1,True
13501,14085,6596,1,True
13502,14086,14087,1,True
13503,14088,14089,1,True
13504,14088,14090,1,True
13505,14088,14091,1,True
13506,14092,14093,1,True
13507,14094,2081,1,True
13508,7765,14095,1,True
13509,7765,14096,1,True
13510,14097,13690,1,True
13511,14098,9327,1,True
13512,14099,14031,1,True
13513,14100,1321,1,True
13514,14101,1771,1,True
13515,14102,1771,1,True
13516,14103,14104,1,True
13517,14105,12780,1,True
13518,14106,14107,1,True
13519,14106,8472,1,True
13520,14108,13375,1,True
13521,14109,611,1,True
13522,14109,8540,1,True
13523,14109,8541,1,True
13524,14110,13690,1,True
13525,14111,11550,1,True
13526,14111,11549,1,True
13527,14111,11551,1,True
13528,14111,11552,1,True
13529,14111,11553,1,True
13530,14111,11554,1,True
13531,14111,11555,1,True
13532,14111,11556,1,True
13533,14111,11557,1,True
13534,14112,13736,1,True
13535,14113,14114,1,True
13536,14113,14115,1,True
13537,14116,13467,1,True
13538,14117,4902,1,True
13539,14118,591,3,True
13540,309,7106,1,True
13541,309,14119,1,True
13542,14120,196,1,True
13543,14120,5274,1,True
13544,14121,14122,1,True
13545,14123,12035,1,True
13546,14123,12036,1,True
13547,14123,12037,1,True
13548,14124,9327,1,True
13549,14125,1771,1,True
13550,14126,13977,1,True
13551,14127,14128,1,True
13552,14129,13883,1,True
13553,14130,196,1,True
13554,14130,5274,1,True
13555,14131,345,1,True
13556,14132,14133,1,True
13557,14132,14134,1,True
13558,14135,196,1,True
13559,14135,5274,1,True
13560,14136,196,1,True
13561,14136,393,1,True
13562,14137,7899,1,True
13563,14138,14138,5,True
13564,14139,9807,1,True
13565,14140,8305,1,True
13566,14141,13467,1,True
13567,14142,13690,1,True
13568,14143,14144,1,True
13569,14145,9807,1,True
13570,14146,13690,1,True
13571,14147,1094,1,True
13572,14148,14149,1,True
13573,14150,13690,1,True
13574,14151,8016,1,True
13575,14152,196,1,True
13576,14152,5274,1,True
13577,14153,14133,1,True
13578,14153,14134,1,True
13579,14154,5289,1,True
13580,14155,196,1,True
13581,14155,5274,1,True
13582,14156,14157,1,True
13583,14156,14158,1,True
13584,14156,14159,1,True
13585,14160,14161,1,True
13586,14162,14149,1,True
13587,14163,14164,1,True
13588,14165,696,1,True
13589,14166,9807,1,True
13590,14167,13736,1,True
13591,14168,447,1,True
13592,14168,448,1,True
13593,14169,11041,1,True
13594,14170,12660,1,True
13595,14170,7053,1,True
13596,14171,14149,1,True
13597,14172,13977,1,True
13598,14173,11563,1,True
13599,14174,1771,1,True
13600,14175,14176,1,True
13601,14177,11581,1,True
13602,14178,1771,1,True
13603,14179,10243,1,True
13604,14179,35,1,True
13605,14180,10820,1,True
13606,14181,10119,1,True
13607,14182,14183,1,True
13608,14182,14184,1,True
13609,14185,8305,1,True
13610,14186,9327,1,True
13611,14187,196,1,True
13612,14187,5274,1,True
13613,14188,6825,1,True
13614,14188,9372,1,True
13615,14188,9373,1,True
13616,14189,14190,1,True
13617,14189,6912,1,True
13618,14191,196,1,True
13619,14191,5274,1,True
13620,14192,196,1,True
13621,14192,5274,1,True
13622,14193,11581,1,True
13623,14194,9807,1,True
13624,14195,14196,1,True
13625,14197,611,1,True
13626,14197,8540,1,True
13627,14197,8541,1,True
13628,14198,12702,1,True
13629,14199,5704,1,True
13630,14200,12766,1,True
13631,14201,13467,1,True
13632,14202,14203,1,True
13633,14204,14183,1,True
13634,14204,14184,1,True
13635,14205,14206,1,True
13636,14207,14208,1,True
13637,14209,1771,1,True
13638,14210,14044,1,True
13639,14211,1771,1,True
13640,14212,13912,1,True
13641,14213,13919,1,True
13642,14214,14214,1,True
13643,14214,309,1,True
13644,14215,14216,1,True
13645,14217,12766,1,True
13646,14218,14219,1,True
13647,14218,6588,1,True
13648,14220,196,1,True
13649,14220,5274,1,True
13650,14221,14222,1,True
13651,14223,14223,1,True
13652,14224,14225,1,True
13653,14224,6706,1,True
13654,14226,7572,1,True
13655,14226,7573,1,True
13656,14226,7574,1,True
13657,14226,7575,1,True
13658,14226,7576,1,True
13659,14226,7577,1,True
13660,14226,7578,1,True
13661,14227,9807,1,True
13662,14228,14219,1,True
13663,14228,6588,1,True
13664,14229,8305,1,True
13665,14230,12647,1,True
13666,8460,14219,1,True
13667,8460,6588,1,True
13668,14231,9327,1,True
13669,14232,14225,1,True
13670,14232,6706,1,True
13671,14233,14190,1,True
13672,14233,6912,1,True
13673,14234,14235,1,True
13674,14236,13418,1,True
13675,14237,14238,1,True
13676,14239,14240,1,True
13677,14241,14242,1,True
13678,14243,11346,1,True
13679,14244,14245,1,True
13680,14246,309,2,True
13681,14246,7106,1,True
13682,14246,14119,1,True
13683,14247,9327,1,True
13684,14248,14249,1,True
13685,3,14250,1,True
13686,14251,14252,1,True
13687,14253,14254,1,True
13688,14255,13742,1,True
13689,14256,14257,1,True
13690,14258,126,1,True
13691,14258,127,1,True
13692,14259,14235,1,True
13693,14260,10459,1,True
13694,14260,14261,1,True
13695,14260,10458,1,True
13696,14262,14263,1,True
13697,14264,14149,1,True
13698,14265,13875,1,True
13699,14265,13876,1,True
13700,14266,14267,1,True
13701,14268,196,1,True
13702,14268,5274,1,True
13703,14269,608,1,True
13704,14269,3912,1,True
13705,14270,14235,1,True
13706,14271,6596,1,True
13707,14272,14235,1,True
13708,14273,13690,1,True
13709,11467,14274,1,True
13710,14275,11041,1,True
13711,14276,196,1,True
13712,14276,5274,1,True
13713,14277,14274,1,True
13714,14278,13690,1,True
13715,14279,13690,1,True
13716,14280,14281,1,True
13717,14282,352,1,True
13718,14282,10428,1,True
13719,14283,696,2,True
13720,14284,14285,1,True
13721,14284,9530,1,True
13722,14286,4919,1,True
13723,14286,4920,1,True
13724,14286,4921,1,True
13725,14287,14288,1,True
13726,14289,14290,1,True
13727,14291,3433,1,True
13728,14292,601,1,True
13729,14293,11996,1,True
13730,14294,10820,1,True
13731,14295,14235,1,True
13732,14296,14031,1,True
13733,14297,9327,1,True
13734,14298,10820,1,True
13735,14299,14300,1,True
13736,14301,9327,1,True
13737,14302,13467,1,True
13738,14303,611,1,True
13739,14303,8540,1,True
13740,14303,8541,1,True
13741,14304,611,1,True
13742,14304,8540,1,True
13743,14304,8541,1,True
13744,14305,14306,1,True
13745,14307,14289,1,True
13746,14307,14290,1,True
13747,14308,14274,1,True
13748,14303,7899,1,True
13749,14309,1677,1,True
13750,14309,14310,1,True
13751,14311,14235,1,True
13752,14312,10265,1,True
13753,14312,10266,1,True
13754,14312,6139,1,True
13755,14313,9807,1,True
13756,4704,4704,1,True
13757,14314,10510,1,True
13758,14315,12780,1,True
13759,14316,14235,1,True
13760,14317,14235,1,True
13761,14318,14319,1,True
13762,14320,9807,1,True
13763,14321,196,1,True
13764,14321,5274,1,True
13765,14322,14323,1,True
13766,14324,14325,1,True
13767,14326,9327,1,True
13768,14327,14328,1,True
13769,14329,14235,1,True
13770,14330,14331,1,True
13771,14330,14332,1,True
13772,14333,14334,1,True
13773,14335,14336,1,True
13774,14337,14338,1,True
13775,14339,6336,1,True
13776,14340,14341,1,True
13777,14342,7205,1,True
13778,14343,14235,1,True
13779,14344,14345,1,True
13780,14346,196,1,True
13781,14346,5274,1,True
13782,14347,5889,1,True
13783,14348,14235,1,True
13784,14349,14350,1,True
13785,14351,6225,1,True
13786,14352,14235,1,True
13787,14353,13153,1,True
13788,14354,196,1,True
13789,14354,5274,1,True
13790,14355,13153,1,True
13791,14356,13977,1,True
13792,14357,14358,1,True
13793,14359,14360,1,True
13794,14359,14361,1,True
13795,14362,14363,1,True
13796,14364,13467,1,True
13797,14365,5,1,True
13798,14365,14366,1,True
13799,14367,10510,1,True
13800,14368,196,1,True
13801,14368,5274,1,True
13802,14369,13690,1,True
13803,14370,14371,1,True
13804,12301,14190,1,True
13805,12301,6912,1,True
13806,14372,196,1,True
13807,14372,5274,1,True
13808,14373,12766,1,True
13809,14374,13467,1,True
13810,14375,13060,1,True
13811,14376,12572,1,True
13812,14377,14378,1,True
13813,14377,14379,1,True
13814,14377,14380,1,True
13815,14377,9244,1,True
13816,14381,14382,1,True
13817,14383,14384,1,True
13818,14385,14386,1,True
13819,14385,14387,1,True
13820,14385,14388,1,True
13821,14389,14390,1,True
13822,14391,10820,1,True
13823,14392,14393,1,True
13824,14394,14395,1,True
13825,14394,14184,1,True
13826,14394,14183,1,True
13827,14394,4398,1,True
13828,14396,611,1,True
13829,14396,8540,1,True
13830,14396,8541,1,True
13831,14397,196,1,True
13832,14397,5274,1,True
13833,14398,12780,1,True
13834,14399,196,1,True
13835,14399,5274,1,True
13836,14400,11041,1,True
13837,14093,14401,1,True
13838,14402,14402,1,True
13839,14403,14404,1,True
13840,14405,14406,1,True
13841,14407,9693,1,True
13842,519,14408,1,True
13843,14409,14149,1,True
13844,14410,14411,1,True
13845,14412,13467,1,True
13846,14413,1771,1,True
13847,14414,14415,1,True
13848,14416,196,1,True
13849,14416,5274,1,True
13850,14417,10807,1,True
13851,14417,10808,1,True
13852,14418,14274,1,True
13853,14419,8305,1,True
13854,14420,11346,1,True
13855,14421,718,1,True
13856,14422,196,1,True
13857,14422,5274,1,True
13858,14423,14424,1,True
13859,14425,14426,1,True
13860,14427,8206,1,True
13861,14427,8207,1,True
13862,14428,9746,1,True
13863,14429,13919,1,True
13864,14430,14235,1,True
13865,14431,11780,1,True
13866,14431,6220,1,True
13867,9359,14432,1,True
13868,14433,14434,1,True
13869,14435,14436,1,True
13870,14437,14424,1,True
13871,14438,6571,1,True
13872,14439,13736,1,True
13873,14440,1771,1,True
13874,14441,14424,1,True
13875,14442,12660,1,True
13876,14442,7053,1,True
13877,14443,14444,1,True
13878,14445,14446,1,True
13879,14447,14447,1,True
13880,14448,13736,1,True
13881,14449,5421,1,True
13882,14450,196,1,True
13883,14450,5274,1,True
13884,14451,10891,1,True
13885,14452,9807,1,True
13886,14453,14454,1,True
13887,14455,14456,1,True
13888,14457,14457,1,True
13889,14458,14459,1,True
13890,14460,14446,1,True
13891,14461,13060,1,True
13892,14462,14463,1,True
13893,14464,6730,1,True
13894,14464,4468,1,True
13895,14464,6731,1,True
13896,14464,6732,1,True
13897,14464,6733,1,True
13898,14465,9179,1,True
13899,14465,5851,1,True
13900,14466,14467,1,True
13901,14466,14468,1,True
13902,14466,14469,1,True
13903,14470,1821,1,True
13904,14471,11581,1,True
13905,14472,12160,1,True
13906,14473,14474,1,True
13907,14473,14475,1,True
13908,14476,14235,1,True
13909,14477,10820,1,True
13910,5400,13676,1,True
13911,14478,196,1,True
13912,14478,5274,1,True
13913,14479,14267,1,True
13914,14480,9327,1,True
13915,14481,14482,1,True
13916,14483,611,1,True
13917,14483,8540,1,True
13918,14483,8541,1,True
13919,14484,14424,1,True
13920,14485,14267,1,True
13921,14486,10643,1,True
13922,14487,7899,1,True
13923,14488,196,1,True
13924,14488,5274,1,True
13925,14489,14490,1,True
13926,14491,11780,1,True
13927,14491,6220,1,True
13928,14492,14493,1,True
13929,14494,6225,1,True
13930,3737,10243,1,True
13931,3737,35,1,True
13932,14495,14495,1,True
13933,14496,14235,1,True
13934,14497,14446,1,True
13935,14498,13688,1,True
13936,14498,5331,1,True
13937,14499,14235,1,True
13938,14500,14446,1,True
13939,14501,14501,1,True
13940,14502,11346,1,True
13941,14196,13636,1,True
13942,14503,14190,1,True
13943,14503,6912,1,True
13944,14504,13236,1,True
13945,14505,5844,1,True
13946,14506,14507,1,True
13947,14508,2059,1,True
13948,6733,6730,1,True
13949,6733,4468,1,True
13950,6733,6731,1,True
13951,6733,6732,1,True
13952,6733,6733,1,True
13953,14509,14510,1,True
13954,14511,14446,1,True
13955,14512,9231,1,True
13956,14513,14514,1,True
13957,14515,10105,1,True
13958,14515,10106,1,True
13959,14515,10107,1,True
13960,14515,10108,1,True
13961,14515,10109,1,True
13962,14516,13554,1,True
13963,14517,611,1,True
13964,14517,8540,1,True
13965,14517,8541,1,True
13966,14518,14519,1,True
13967,14520,14521,1,True
13968,14522,12647,1,True
13969,14523,14524,1,True
13970,14523,14523,1,True
13971,14525,14526,1,True
13972,14527,14235,1,True
13973,14528,9807,1,True
13974,14529,9327,1,True
13975,14530,14531,1,True
13976,14532,1995,1,True
13977,14533,196,1,True
13978,14533,5274,1,True
13979,14534,6596,1,True
13980,14535,1995,1,True
13981,14536,14446,1,True
13982,14537,309,2,True
13983,14537,7106,1,True
13984,14537,14119,1,True
13985,14538,196,1,True
13986,14538,5274,1,True
13987,14539,14540,1,True
13988,3289,1837,1,True
13989,14541,14542,1,True
13990,14543,14544,1,True
13991,14545,14235,1,True
13992,14546,715,1,True
13993,14547,14274,1,True
13994,14548,14235,1,True
13995,14549,114,3,True
13996,14550,14018,1,True
13997,14550,14019,1,True
13998,14551,2821,1,True
13999,14552,14240,1,True
14000,14553,14446,1,True
14001,14554,14267,1,True
14002,14555,1771,1,True
14003,5138,14556,1,True
14004,14557,14558,1,True
14005,14559,9327,1,True
14006,14560,5289,1,True
14007,14561,11346,1,True
14008,14562,4303,1,True
14009,14563,14564,1,True
14010,14565,3482,1,True
14011,14566,14235,1,True
14012,14567,13738,1,True
14013,14567,14568,1,True
14014,14569,14044,1,True
14015,14570,14446,1,True
14016,14571,611,1,True
14017,14571,8540,1,True
14018,14571,8541,1,True
14019,14572,14573,1,True
14020,14574,10646,1,True
14021,14574,10018,1,True
14022,4280,14575,1,True
14023,14576,14577,1,True
14024,14576,14578,1,True
14025,14579,196,1,True
14026,14579,5274,1,True
14027,14580,14235,1,True
14028,14581,9327,1,True
14029,14582,14583,1,True
14030,14584,14585,1,True
14031,14586,196,1,True
14032,14586,5274,1,True
14033,14587,5289,1,True
14034,14588,196,1,True
14035,14588,5274,1,True
14036,14589,11901,1,True
14037,14590,14591,1,True
14038,14592,14593,1,True
14039,14594,14288,1,True
14040,14595,14596,1,True
14041,14597,14598,1,True
14042,14599,14600,1,True
14043,14601,1821,1,True
14044,14602,8305,1,True
14045,14603,14596,1,True
14046,14604,13736,1,True
14047,14605,14583,1,True
14048,14606,9327,1,True
14049,14607,14600,1,True
14050,14608,14583,1,True
14051,14609,14583,1,True
14052,14605,14596,1,True
14053,14610,13060,1,True
14054,14611,14612,1,True
14055,14611,14613,2,True
14056,14611,14614,1,True
14057,14615,14616,1,True
14058,14617,114,3,True
14059,14618,14619,1,True
14060,14618,14620,1,True
14061,14621,14622,1,True
14062,14623,7052,1,True
14063,14623,7053,1,True
14064,14624,14446,1,True
14065,14625,196,1,True
14066,14625,5274,1,True
14067,14626,11041,1,True
14068,14627,14628,1,True
14069,14629,14577,1,True
14070,14629,14578,1,True
14071,14630,14631,1,True
14072,14632,1771,1,True
14073,14633,1771,1,True
14074,9612,9641,1,True
14075,14634,14577,1,True
14076,14634,14578,1,True
14077,14635,14636,1,True
14078,14637,14638,1,True
14079,14639,237,1,True
14080,14640,10300,1,True
14081,14641,12660,1,True
14082,14641,7053,1,True
14083,14642,12775,1,True
14084,14643,13060,1,True
14085,14644,14645,1,True
14086,14644,14646,1,True
14087,14647,14648,1,True
14088,14647,14649,1,True
14089,14650,14118,1,True
14090,14650,591,1,True
14091,14651,14652,1,True
14092,14653,1771,1,True
14093,14654,14235,1,True
14094,14655,6953,1,True
14095,14656,196,1,True
14096,14656,5274,1,True
14097,14657,9703,1,True
14098,14658,11140,1,True
14099,14659,14659,1,True
14100,14660,14661,1,True
14101,14662,14662,1,True
14102,14663,14664,1,True
14103,14665,1094,1,True
14104,14666,14667,1,True
14105,14668,14446,1,True
14106,14669,14670,1,True
14107,14671,9327,1,True
14108,14672,14596,1,True
14109,14673,13690,1,True
14110,14674,14235,1,True
14111,14675,376,1,True
14112,14676,14677,1,True
14113,14676,14678,1,True
14114,14676,14676,1,True
14115,14679,14680,1,True
14116,14681,109,1,True
14117,14682,6708,1,True
14118,14682,14683,1,True
14119,14682,6706,1,True
14120,14684,9807,1,True
14121,14685,9807,1,True
14122,14686,14687,1,True
14123,14688,14583,1,True
14124,14689,14577,1,True
14125,14689,14578,1,True
14126,14690,196,1,True
14127,14690,5274,1,True
14128,14691,3474,1,True
14129,14692,6596,1,True
14130,14693,6547,1,True
14131,14694,14695,1,True
14132,14696,1771,1,True
14133,14697,9327,1,True
14134,14698,14235,1,True
14135,14699,14341,1,True
14136,14700,1771,1,True
14137,14701,611,1,True
14138,14701,8540,1,True
14139,14701,8541,1,True
14140,14702,14235,1,True
14141,14703,14704,1,True
14142,14703,14705,1,True
14143,14706,196,1,True
14144,14706,5274,1,True
14145,14707,14600,1,True
14146,13508,6708,1,True
14147,13508,14683,1,True
14148,13508,6706,1,True
14149,14708,14709,1,True
14150,14710,196,1,True
14151,14710,5274,1,True
14152,14711,14424,1,True
14153,14712,14713,2,True
14154,14714,14592,1,True
14155,14714,14593,1,True
14156,14715,11241,1,True
14157,14716,10171,1,True
14158,14717,14718,1,True
14159,14719,14720,1,True
14160,11047,196,1,True
14161,11047,5274,1,True
14162,14721,611,1,True
14163,14721,8540,1,True
14164,14721,8541,1,True
14165,14722,14723,1,True
14166,14724,12780,1,True
14167,14725,14726,1,True
14168,14727,14183,1,True
14169,14727,14184,1,True
14170,14728,14235,1,True
14171,14729,14730,1,True
14172,14729,14731,1,True
14173,14732,196,1,True
14174,14732,5274,1,True
14175,14733,14734,1,True
14176,14735,14734,1,True
14177,14736,8101,1,True
14178,14737,14738,1,True
14179,14739,14740,1,True
14180,14739,2677,1,True
14181,14741,611,1,True
14182,14741,8540,1,True
14183,14741,8541,1,True
14184,14742,4698,1,True
14185,14743,13690,1,True
14186,14744,12048,1,True
14187,14745,14746,1,True
14188,14747,14738,1,True
14189,14748,14749,1,True
14190,14750,14751,1,True
14191,14752,6162,1,True
14192,14753,14583,1,True
14193,14754,14446,1,True
14194,14755,7143,1,True
14195,14756,9807,1,True
14196,14757,14758,1,True
14197,14759,14573,1,True
14198,14760,14761,1,True
14199,14762,196,1,True
14200,14762,5274,1,True
14201,14763,14235,1,True
14202,14764,14765,1,True
14203,14766,14235,1,True
14204,14767,14768,1,True
14205,14767,14769,1,True
14206,14770,13794,2,True
14207,14771,14235,1,True
14208,14772,14773,1,True
14209,14774,8526,1,True
14210,14775,14577,1,True
14211,14775,14578,1,True
14212,5375,10243,1,True
14213,5375,35,1,True
14214,8206,8206,2,True
14215,8206,8207,2,True
14216,14776,13690,1,True
14217,14777,14738,1,True
14218,14778,10847,1,True
14219,14779,9510,2,True
14220,14779,14780,1,True
14221,14779,9509,1,True
14222,14781,11590,1,True
14223,14782,14783,1,True
14224,14784,8305,1,True
14225,14785,196,1,True
14226,14785,5274,1,True
14227,14786,14267,1,True
14228,14787,611,1,True
14229,14787,8540,1,True
14230,14787,8541,1,True
14231,14788,11463,1,True
14232,14788,11464,1,True
14233,14789,9520,1,True
14234,14790,14791,1,True
14235,14792,13467,1,True
14236,14793,8124,1,True
14237,14794,1771,1,True
14238,14795,5289,1,True
14239,14796,14797,1,True
14240,14798,14799,1,True
14241,14800,14801,1,True
14242,14802,14803,1,True
14243,14802,14804,1,True
14244,14805,8795,1,True
14245,14806,611,1,True
14246,14806,8540,1,True
14247,14806,8541,1,True
14248,14807,14808,1,True
14249,14809,13690,1,True
14250,14810,14811,1,True
14251,14812,14813,1,True
14252,14812,14814,1,True
14253,14812,14812,1,True
14254,14812,4398,1,True
14255,14815,6825,1,True
14256,14815,9372,1,True
14257,14815,9373,1,True
14258,14816,11346,1,True
14259,14817,2059,2,True
14260,14818,14240,1,True
14261,14819,14820,2,True
14262,14819,14821,1,True
14263,14822,14446,1,True
14264,14823,14824,1,True
14265,14825,14826,1,True
14266,14827,14828,1,True
14267,14829,4767,1,True
14268,14829,10039,1,True
14269,14830,14446,1,True
14270,3860,14738,1,True
14271,14831,14832,1,True
14272,14833,8305,1,True
14273,14834,14149,1,True
14274,14835,1976,1,True
14275,14836,9327,1,True
14276,14837,1771,1,True
14277,14838,9530,1,True
14278,14839,14840,1,True
14279,14841,8577,1,True
14280,14842,9231,1,True
14281,14843,14844,1,True
14282,14845,14846,1,True
14283,14845,4853,1,True
14284,14847,9327,1,True
14285,14848,9807,1,True
14286,14849,3575,1,True
14287,14849,580,1,True
14288,14850,1771,1,True
14289,14851,9986,1,True
14290,14851,2250,1,True
14291,14851,9987,1,True
14292,14851,9988,1,True
14293,14851,9989,1,True
14294,14851,9990,1,True
14295,14852,14853,1,True
14296,14852,14854,1,True
14297,14852,14855,1,True
14298,14852,14856,1,True
14299,14852,14857,1,True
14300,14858,14832,1,True
14301,14859,196,1,True
14302,14859,5274,1,True
14303,14860,14861,1,True
14304,14862,12780,1,True
14305,14863,14446,1,True
14306,14864,9670,1,True
14307,14865,611,1,True
14308,14865,8540,1,True
14309,14865,8541,1,True
14310,14866,14222,1,True
14311,14867,14868,1,True
14312,14869,196,1,True
14313,14869,5274,1,True
14314,14870,109,1,True
14315,14871,1771,1,True
14316,14872,14873,1,True
14317,14872,809,1,True
14318,14872,14874,1,True
14319,14872,14804,1,True
14320,14875,14876,1,True
14321,14875,14861,1,True
14322,14877,13060,1,True
14323,14878,13794,2,True
14324,4264,4264,2,True
14325,14879,14772,1,True
14326,14879,14773,1,True
14327,14880,196,1,True
14328,14880,5274,1,True
14329,14881,5289,1,True
14330,14882,14883,1,True
14331,14884,196,1,True
14332,14884,5274,1,True
