,from, to, weight, directed
14333,14885,14583,1,True
14334,14886,14446,1,True
14335,14887,14888,1,True
14336,14889,14890,1,True
14337,14891,6897,1,True
14338,14892,14893,1,True
14339,14894,7117,1,True
14340,14894,14895,1,True
14341,14894,14896,1,True
14342,14897,14585,1,True
14343,14898,14899,1,True
14344,14898,14900,1,True
14345,14898,14901,1,True
14346,14900,14898,1,True
14347,14900,14899,1,True
14348,14900,14901,1,True
14349,14902,14903,1,True
14350,14902,14904,1,True
14351,14905,14149,1,True
14352,14906,14907,1,True
14353,14908,14909,1,True
14354,14908,14910,1,True
14355,14908,14911,1,True
14356,14908,14912,1,True
14357,14908,14913,1,True
14358,14908,14914,1,True
14359,14908,14915,1,True
14360,14916,14583,1,True
14361,14917,6336,1,True
14362,14918,3459,1,True
14363,14919,14235,1,True
14364,14920,7899,1,True
14365,14921,4698,1,True
14366,14922,13060,1,True
14367,14923,14924,1,True
14368,14925,11346,1,True
14369,14926,922,1,True
14370,14927,1293,1,True
14371,14928,14929,1,True
14372,14930,14267,1,True
14373,14931,8305,1,True
14374,14932,14933,1,True
14375,14934,8305,1,True
14376,14935,6596,1,True
14377,14936,14937,1,True
14378,14936,14938,1,True
14379,14936,14939,1,True
14380,14940,13060,1,True
14381,14941,11550,1,True
14382,14941,11549,1,True
14383,14941,11551,1,True
14384,14941,11552,1,True
14385,14941,11553,1,True
14386,14941,11554,1,True
14387,14941,11555,1,True
14388,14941,11556,1,True
14389,14941,11557,1,True
14390,14942,14943,1,True
14391,14944,14267,1,True
14392,14945,14946,1,True
14393,14947,114,2,True
14394,14948,7899,1,True
14395,14949,14950,1,True
14396,14951,14952,1,True
14397,14953,14954,1,True
14398,14955,14149,1,True
14399,14956,196,1,True
14400,14956,5274,1,True
14401,14957,2059,1,True
14402,14958,14360,1,True
14403,14958,14361,1,True
14404,14959,14960,1,True
14405,14959,14961,1,True
14406,14962,14577,1,True
14407,14962,14578,1,True
14408,14963,14964,1,True
14409,14965,14966,1,True
14410,14965,14967,1,True
14411,14965,14968,1,True
14412,14965,14969,1,True
14413,14965,14970,1,True
14414,14965,14971,1,True
14415,14965,14972,1,True
14416,14965,14973,1,True
14417,14974,14975,1,True
14418,14974,3449,1,True
14419,14976,9327,1,True
14420,14977,9807,1,True
14421,14978,14979,1,True
14422,14980,11346,1,True
14423,14981,196,1,True
14424,14981,5274,1,True
14425,14982,14983,1,True
14426,14984,14985,1,True
14427,14984,14986,1,True
14428,14984,14987,1,True
14429,14984,14988,1,True
14430,14989,14902,1,True
14431,14989,14903,1,True
14432,14989,14904,1,True
14433,14990,10820,1,True
14434,14991,1679,1,True
14435,14992,2313,1,True
14436,14993,14994,1,True
14437,14995,1771,1,True
14438,14996,14997,1,True
14439,14998,14573,1,True
14440,14999,14219,1,True
14441,14999,6588,1,True
14442,15000,5067,1,True
14443,15001,14446,1,True
14444,15002,14446,1,True
14445,15003,14446,1,True
14446,15004,14267,2,True
14447,15005,15006,1,True
14448,15007,15008,1,True
14449,15009,14240,1,True
14450,15010,15011,1,True
14451,15012,10210,1,True
14452,15012,10211,1,True
14453,15012,10212,1,True
14454,15012,10213,1,True
14455,15013,14235,1,True
14456,15014,15015,1,True
14457,15016,15017,1,True
14458,15018,15011,1,True
14459,15019,196,1,True
14460,15019,5274,1,True
14461,15020,15021,1,True
14462,15022,15011,1,True
14463,15023,14235,1,True
14464,15024,11988,1,True
14465,15025,15011,1,True
14466,15026,196,1,True
14467,15026,5274,1,True
14468,15027,15028,1,True
14469,15027,15029,1,True
14470,15030,15031,1,True
14471,15032,196,1,True
14472,15032,5274,1,True
14473,15033,9327,1,True
14474,15034,15011,1,True
14475,15035,15008,1,True
14476,15036,196,1,True
14477,15036,5274,1,True
14478,15037,14406,1,True
14479,15038,14149,1,True
14480,15039,15039,1,True
14481,15040,15041,1,True
14482,15042,1168,1,True
14483,15043,14583,1,True
14484,15044,14946,1,True
14485,1616,14401,1,True
14486,15045,15045,1,True
14487,15046,15047,1,True
14488,10733,15048,1,True
14489,10733,3366,1,True
14490,15049,7899,1,True
14491,15050,14583,1,True
14492,15051,1771,1,True
14493,15052,15053,1,True
14494,15054,15054,1,True
14495,15055,14235,1,True
14496,15056,13690,1,True
14497,15057,15058,1,True
14498,15057,15059,1,True
14499,15057,448,1,True
14500,15057,15060,1,True
14501,15061,1771,1,True
14502,15062,7498,1,True
14503,15062,309,1,True
14504,15063,14583,1,True
14505,15064,1293,1,True
14506,15065,611,1,True
14507,15065,8540,1,True
14508,15065,8541,1,True
14509,15066,13039,1,True
14510,15066,13040,1,True
14511,15066,13041,1,True
14512,15066,13042,1,True
14513,15066,13038,1,True
14514,15067,14667,1,True
14515,15068,4187,1,True
14516,15069,14240,1,True
14517,15070,15071,1,True
14518,1987,1986,1,True
14519,1987,1987,1,True
14520,15072,15011,1,True
14521,15073,14946,2,True
14522,9635,525,1,True
14523,9635,4710,1,True
14524,9635,12411,1,True
14525,15074,15011,1,True
14526,15075,15076,1,True
14527,15077,133,1,True
14528,15077,15078,1,True
14529,15077,15079,1,True
14530,15077,309,1,True
14531,15077,15080,1,True
14532,15081,15082,1,True
14533,15083,718,1,True
14534,15084,14235,1,True
14535,15085,1771,1,True
14536,15086,11590,1,True
14537,15087,14585,1,True
14538,15088,15089,1,True
14539,15090,10300,1,True
14540,15091,11346,1,True
14541,1074,15092,1,True
14542,15093,14235,1,True
14543,15094,15095,1,True
14544,15096,14799,1,True
14545,15097,15098,1,True
14546,15099,15100,1,True
14547,15101,14577,1,True
14548,15101,14578,1,True
14549,15102,15103,1,True
14550,15104,15103,1,True
14551,15105,15106,1,True
14552,15107,13067,1,True
14553,15107,13068,1,True
14554,15107,13069,1,True
14555,15108,14446,1,True
14556,15109,226,1,True
14557,15110,15103,1,True
14558,15111,9327,1,True
14559,15112,7899,1,True
14560,15113,15011,1,True
14561,5390,15114,1,True
14562,15115,15116,1,True
14563,15117,4853,1,True
14564,15117,8472,1,True
14565,15118,6041,1,True
14566,15118,6042,1,True
14567,15119,15114,1,True
14568,15120,15121,1,True
14569,15122,14583,1,True
14570,15123,435,1,True
14571,15124,9327,1,True
14572,15125,15114,1,True
14573,15126,14360,1,True
14574,15126,14361,1,True
14575,15127,6596,1,True
14576,15128,15129,1,True
14577,15130,15131,1,True
14578,15132,15133,1,True
14579,15132,13409,1,True
14580,15132,15134,1,True
14581,15115,15135,1,True
14582,15136,12766,1,True
14583,15137,14596,1,True
14584,15138,14797,1,True
14585,15139,15011,1,True
14586,15140,15141,1,True
14587,15142,7437,1,True
14588,15143,15121,1,True
14589,15144,15008,1,True
14590,15145,15146,1,True
14591,15147,14446,1,True
14592,15148,9807,1,True
14593,15149,8305,1,True
14594,15150,15103,1,True
14595,15151,1771,1,True
14596,15152,14424,1,True
14597,15153,13690,1,True
14598,15154,1821,1,True
14599,15155,15103,1,True
14600,15156,15157,1,True
14601,15156,15158,1,True
14602,15156,15159,1,True
14603,15156,6198,1,True
14604,15160,14946,1,True
14605,5478,8570,2,True
14606,5478,8338,2,True
14607,5478,8571,2,True
14608,15161,1771,1,True
14609,15162,15163,1,True
14610,15164,7899,1,True
14611,15165,14573,1,True
14612,10803,10803,1,True
14613,15166,15167,1,True
14614,15166,3492,1,True
14615,15166,15168,1,True
14616,15169,14585,1,True
14617,15170,15171,1,True
14618,15170,15170,1,True
14619,15172,15173,1,True
14620,15172,15174,1,True
14621,15172,15172,1,True
14622,15175,15176,1,True
14623,15177,10025,1,True
14624,15178,15179,1,True
14625,15180,15181,1,True
14626,15180,15182,1,True
14627,15180,15183,1,True
14628,15184,1345,1,True
14629,15185,15186,1,True
14630,15187,14596,1,True
14631,15188,14583,1,True
14632,15189,11204,1,True
14633,15190,15191,1,True
14634,15192,15193,1,True
14635,15192,15194,1,True
14636,15195,15011,1,True
14637,15196,13690,1,True
14638,15197,15103,1,True
14639,15198,14149,1,True
14640,15199,15121,1,True
14641,15200,15201,1,True
14642,15202,15202,1,True
14643,15202,15203,1,True
14644,15202,15204,1,True
14645,15202,15205,1,True
14646,15206,14018,1,True
14647,15206,14019,1,True
14648,15207,15208,1,True
14649,15209,15163,1,True
14650,15210,14235,1,True
14651,15211,15193,1,True
14652,15211,15194,2,True
14653,15212,14832,1,True
14654,15213,15214,1,True
14655,15213,4954,1,True
14656,15215,14832,1,True
14657,15216,15202,1,True
14658,15216,15203,1,True
14659,15216,15204,1,True
14660,15216,15205,1,True
14661,15217,9327,1,True
14662,15218,12660,1,True
14663,15218,7053,1,True
14664,15219,15114,1,True
14665,15220,5289,1,True
14666,15221,15222,1,True
14667,14564,14564,1,True
14668,15223,12836,1,True
14669,15224,14149,1,True
14670,13738,15225,1,True
14671,15226,14446,1,True
14672,15227,14267,1,True
14673,15228,14446,1,True
14674,15229,15103,1,True
14675,15230,9587,1,True
14676,15231,15011,1,True
14677,15232,316,1,True
14678,15233,15234,1,True
14679,15235,5889,1,True
14680,15236,15237,1,True
14681,15238,15239,1,True
14682,15240,11339,1,True
14683,15241,14341,1,True
14684,15242,15243,1,True
14685,15242,15244,1,True
14686,15242,15245,1,True
14687,15242,15246,1,True
14688,15242,15247,1,True
14689,15242,3158,1,True
14690,15242,15248,1,True
14691,15242,15249,1,True
14692,15242,15250,1,True
14693,15251,15239,1,True
14694,15252,15121,1,True
14695,15253,15254,1,True
14696,15255,15103,1,True
14697,15256,11,1,True
14698,15257,15258,1,True
14699,15259,15260,1,True
14700,15261,13273,1,True
14701,15262,15263,1,True
14702,15264,15265,1,True
14703,15264,15266,1,True
14704,9792,11913,1,True
14705,15267,15103,1,True
14706,15268,9698,1,True
14707,15268,9699,1,True
14708,15268,9700,1,True
14709,15269,15270,1,True
14710,15271,11339,1,True
14711,15272,14446,1,True
14712,15273,13060,1,True
14713,15274,15275,1,True
14714,15274,15276,1,True
14715,15277,14892,1,True
14716,15277,14893,1,True
14717,15278,11913,1,True
14718,15279,11779,1,True
14719,15279,15280,1,True
14720,15281,15282,1,True
14721,15283,15284,1,True
14722,15285,14583,1,True
14723,15286,15287,1,True
14724,15288,14583,1,True
14725,15289,9327,1,True
14726,15290,15291,1,True
14727,15290,10585,1,True
14728,15292,15293,1,True
14729,15294,12260,1,True
14730,15295,14424,1,True
14731,15296,1094,1,True
14732,15297,6488,1,True
14733,15298,15299,1,True
14734,15300,14577,1,True
14735,15300,14578,1,True
14736,15301,15302,1,True
14737,15303,15304,1,True
14738,10416,9327,1,True
14739,15305,14235,1,True
14740,15306,15307,1,True
14741,15308,15121,1,True
14742,15309,5704,1,True
14743,15309,15310,1,True
14744,15311,143,1,True
14745,15312,15313,1,True
14746,15312,15314,1,True
14747,15312,15315,1,True
14748,15316,4767,1,True
14749,15316,10039,1,True
14750,15317,15318,1,True
14751,15317,15319,1,True
14752,15317,11906,1,True
14753,15320,15321,1,True
14754,15322,6596,1,True
14755,15323,14235,1,True
14756,15324,14583,1,True
14757,15325,15326,1,True
14758,15325,2225,1,True
14759,10602,11913,1,True
14760,15327,15328,1,True
14761,11467,11913,1,True
14762,15329,15321,1,True
14763,15330,15331,1,True
14764,15332,15333,1,True
14765,15334,14336,1,True
14766,15335,196,1,True
14767,15335,5274,1,True
14768,15336,14946,1,True
14769,15337,15011,1,True
14770,15338,11913,1,True
14771,15339,1771,1,True
14772,15340,1293,1,True
14773,15341,15342,1,True
14774,15341,4409,1,True
14775,15341,2755,1,True
14776,15341,2754,1,True
14777,15343,1771,1,True
14778,15344,611,1,True
14779,15344,8540,1,True
14780,15344,8541,1,True
14781,15345,15346,1,True
14782,15347,1771,1,True
14783,15348,11913,1,True
14784,15349,15349,1,True
14785,15350,14434,1,True
14786,15351,15352,1,True
14787,15353,9807,1,True
14788,15354,15114,1,True
14789,15355,14424,1,True
14790,15356,15357,1,True
14791,15356,15356,1,True
14792,15358,14446,1,True
14793,15359,15360,1,True
14794,15361,15362,1,True
14795,821,15363,1,True
14796,15364,15365,1,True
14797,15366,15367,1,True
14798,15366,15368,1,True
14799,15366,15369,1,True
14800,15370,196,1,True
14801,15370,5274,1,True
14802,15371,15307,1,True
14803,15372,7267,1,True
14804,15373,14235,1,True
14805,15374,611,1,True
14806,15374,8540,1,True
14807,15374,8541,1,True
14808,15375,14596,1,True
14809,15376,5138,1,True
14810,15376,14556,1,True
14811,13738,15377,1,True
14812,15378,14267,1,True
14813,15379,7244,1,True
14814,5387,15114,1,True
14815,15380,15381,1,True
14816,15382,9327,1,True
14817,15383,7742,1,True
14818,15384,9807,1,True
14819,15385,11913,1,True
14820,15386,15280,1,True
14821,15387,15121,1,True
14822,15388,15114,1,True
14823,15389,15390,1,True
14824,15391,15392,1,True
14825,15393,1771,1,True
14826,15394,15239,1,True
14827,15395,14596,1,True
14828,15396,15397,1,True
14829,15398,12780,1,True
14830,15399,14929,1,True
14831,15400,196,1,True
14832,15400,5274,1,True
14833,15401,13509,1,True
14834,15402,12076,1,True
14835,15403,15404,1,True
14836,15405,14446,1,True
14837,15406,8305,1,True
14838,15407,1094,1,True
14839,15408,15011,1,True
14840,15409,2755,1,True
14841,15409,2754,1,True
14842,15410,6706,1,True
14843,15411,9327,1,True
14844,15412,7035,1,True
14845,15413,15121,1,True
14846,15414,15415,1,True
14847,15416,14434,1,True
14848,15417,1771,1,True
14849,15418,12076,1,True
14850,15419,14446,1,True
14851,15420,2174,1,True
14852,15421,196,1,True
14853,15421,5274,1,True
14854,15422,14434,1,True
14855,15423,11913,1,True
14856,15424,15425,1,True
14857,15424,15424,1,True
14858,15426,10224,1,True
14859,15427,15121,1,True
14860,15428,15429,1,True
14861,15430,15431,1,True
14862,15432,196,1,True
14863,15432,5274,1,True
14864,15433,15434,1,True
14865,15435,15121,1,True
14866,15436,13418,1,True
14867,15437,15438,1,True
14868,15439,114,1,True
14869,15440,14592,1,True
14870,15440,14593,1,True
14871,15441,15442,1,True
14872,15443,15444,1,True
14873,15443,15445,1,True
14874,15443,15446,1,True
14875,15443,15447,1,True
14876,15448,196,1,True
14877,15448,5274,1,True
14878,15449,14446,1,True
14879,15450,1771,1,True
14880,15451,15452,1,True
14881,15453,15293,1,True
14882,15454,15442,1,True
14883,15455,15456,1,True
14884,15457,15011,1,True
14885,15458,14390,1,True
14886,15459,14267,1,True
14887,15460,6562,1,True
14888,15460,6563,1,True
14889,4292,15461,1,True
14890,4292,15462,1,True
14891,4292,15463,1,True
14892,15464,381,2,True
14893,15292,15465,1,True
14894,15466,14149,1,True
14895,15467,15468,1,True
14896,15467,15467,1,True
14897,15469,15470,1,True
14898,15471,15465,1,True
14899,15472,15346,1,True
14900,15473,15474,1,True
14901,15475,14267,1,True
14902,15476,14583,1,True
14903,15477,15478,1,True
14904,15477,15479,1,True
14905,15477,15480,1,True
14906,15477,15481,1,True
14907,15477,15482,1,True
14908,15477,15483,1,True
14909,15477,15484,1,True
14910,15477,15485,1,True
14911,15477,15486,1,True
14912,15477,15487,1,True
14913,15477,15488,1,True
14914,15489,13977,1,True
14915,15490,15465,1,True
14916,15491,9327,1,True
14917,15492,14446,1,True
14918,15493,196,1,True
14919,15493,5274,1,True
14920,15494,9327,1,True
14921,15495,14720,1,True
14922,15496,14235,1,True
14923,15497,7870,1,True
14924,15498,15103,1,True
14925,15499,109,1,True
14926,15500,13467,1,True
14927,15501,10935,1,True
14928,15501,15502,1,True
14929,15501,15503,1,True
14930,15501,15504,1,True
14931,15505,1771,1,True
14932,15506,196,1,True
14933,15506,5274,1,True
14934,15507,15508,1,True
14935,15507,15509,1,True
14936,15510,15511,1,True
14937,15510,8905,1,True
14938,15512,15513,1,True
14939,15514,15465,1,True
14940,15515,4443,1,True
14941,6706,15516,1,True
14942,6706,6706,1,True
14943,15517,15518,1,True
14944,15519,13690,1,True
14945,15520,9327,1,True
14946,15521,15522,1,True
14947,15521,15523,1,True
14948,15524,14583,1,True
14949,15525,14720,1,True
14950,15526,15527,1,True
14951,15526,15528,1,True
14952,15526,15529,1,True
14953,15526,15526,1,True
14954,15530,15275,1,True
14955,15530,15276,1,True
14956,15531,15532,1,True
14957,15533,14583,1,True
14958,15534,14577,1,True
14959,15534,14578,1,True
14960,15535,15536,1,True
14961,15537,196,1,True
14962,15537,5274,1,True
14963,15538,15539,1,True
14964,15540,1771,1,True
14965,15541,15542,1,True
14966,15541,15543,1,True
14967,15544,15545,1,True
14968,15546,7899,1,True
14969,15547,13977,1,True
14970,15548,9500,1,True
14971,15549,11913,1,True
14972,15550,14222,1,True
14973,15551,14446,1,True
14974,15552,15121,1,True
14975,15553,13977,1,True
14976,15554,15555,1,True
14977,15556,15121,1,True
14978,15557,9670,1,True
14979,15558,15559,1,True
14980,15558,15558,1,True
14981,15560,15114,1,True
14982,15561,15562,1,True
14983,15563,15564,1,True
14984,15565,15346,1,True
14985,15566,15567,1,True
14986,15568,15511,1,True
14987,15568,8905,1,True
14988,15569,15570,1,True
14989,15571,14446,1,True
14990,15572,14720,1,True
14991,15573,9327,1,True
14992,15574,15202,1,True
14993,15574,15203,1,True
14994,15574,15204,1,True
14995,15574,15205,1,True
14996,15575,14149,1,True
14997,15576,15121,1,True
14998,15577,9327,1,True
14999,15578,1771,1,True
15000,15579,15239,1,True
15001,15580,9807,1,True
15002,15581,196,1,True
15003,15581,5274,1,True
15004,15582,14861,1,True
15005,15583,376,1,True
15006,15584,14434,1,True
15007,15585,6133,1,True
15008,15586,15587,1,True
15009,15588,15114,1,True
15010,15589,9327,1,True
15011,15590,7143,1,True
15012,15591,14267,1,True
15013,15592,196,1,True
15014,15592,5274,1,True
15015,15593,15594,1,True
15016,15595,13690,1,True
15017,15596,14149,1,True
15018,15597,15598,1,True
15019,15597,15599,1,True
15020,15597,5331,2,True
15021,15600,15601,1,True
15022,15602,15603,1,True
15023,15604,15465,1,True
15024,15605,15606,1,True
15025,15607,15114,1,True
15026,15608,15609,1,True
15027,15610,11,1,True
15028,15611,15612,1,True
15029,15613,13467,1,True
15030,15614,15615,1,True
15031,15616,15307,1,True
15032,15617,15601,1,True
15033,15618,13393,1,True
15034,15619,8305,1,True
15035,15620,15621,1,True
15036,15622,14446,1,True
15037,15623,114,1,True
15038,15624,15625,1,True
15039,11571,15008,1,True
15040,15626,15346,1,True
15041,15627,15628,1,True
15042,15629,9327,1,True
15043,15630,10119,1,True
15044,15631,14235,1,True
15045,15632,1771,1,True
15046,15633,15634,1,True
15047,15635,14446,1,True
15048,15636,15637,1,True
15049,15636,11086,1,True
15050,15636,15638,1,True
15051,15636,749,1,True
15052,15639,15465,1,True
15053,15640,15346,1,True
15054,15641,114,3,True
15055,15642,4303,1,True
15056,15643,15321,1,True
15057,15644,9807,1,True
15058,15645,3474,1,True
15059,15646,8025,1,True
15060,15646,6981,1,True
15061,15647,15431,1,True
15062,15648,15649,1,True
15063,15648,15390,1,True
15064,15650,15429,1,True
15065,15651,15103,1,True
15066,15652,15653,1,True
15067,15652,15654,1,True
15068,15652,15652,1,True
15069,15652,15655,1,True
15070,15656,10243,1,True
15071,15656,35,1,True
15072,15657,1771,1,True
15073,15658,237,2,True
15074,15659,14446,1,True
15075,15660,15661,1,True
15076,15660,15662,1,True
15077,15663,15664,1,True
15078,15665,13289,1,True
15079,15665,13290,1,True
15080,15665,13291,1,True
15081,15665,13292,1,True
15082,15666,14274,1,True
15083,15667,14434,1,True
15084,15668,9807,1,True
