id,label,n_tweets,n_mentions
24392,mrjeromeponce,0,1
24393,superyennyyy,1,0
24394,sabothehunter,1,0
24395,alisonsanchezz5,1,0
24396,virgilipablo,0,2
24397,beatfacemily,1,0
24398,halilbartin,3,0
24399,jdaironkunst,1,0
24400,laurobles,0,5
24401,queenmaday,1,0
24402,thesenemis,1,0
24403,khalarai,1,0
24404,whateveralfre,1,0
24405,anthropobscene,1,0
24406,eaglehusband,1,0
24407,iosu_blanco,1,0
24408,tessbcn,0,1
24409,reyvanity_,2,0
24410,lisforlemon,1,0
24411,georges1022925,1,0
24412,giovannicantu_,1,0
24413,sukolattee,1,0
24414,birdostdemiski,0,1
24415,halcyondragon,1,0
24416,keno_fox,0,2
24417,sisi61521605,1,0
24418,666k9s,1,0
24419,samantha_mazo,1,0
24420,agnakagos,1,0
24421,chelseanotchels,1,0
24422,stana_miley,1,0
24423,blackcow80,1,0
24424,lennyfarmer_,2,0
24425,pavanvan,1,0
24426,cesareirden,1,0
24427,moonshuy96,1,0
24428,cu_tibetanos,1,0
24429,yanesrivera2,1,0
24430,alookeva,2,0
24431,kaleidoscope_uk,0,1
24432,kris032958,1,0
24433,ricardo26701672,1,0
24434,msrachydoodle,1,0
24435,damnjoliza,1,0
24436,sweetenerami,2,0
24437,panasonicdx4500,1,0
24438,diego_lopezalfa,1,0
24439,coro_allegro,1,0
24440,landmarksorch,0,1
24441,dacatjuan,1,0
24442,grace4ny,1,0
24443,danielaxsofi,1,0
24444,pau0562002,1,0
24445,backspring2011,2,0
24446,fantasticdrxwse,1,0
24447,_kittyowo_,1,0
24448,aaraiza,1,0
24449,sharaadkuttan,1,0
24450,lynds_peterman,1,0
24451,sugarplumpussy,1,0
24452,timewaits4nobod,1,0
24453,krisl1026,1,0
24454,warrendeed,1,0
24455,pauladrake,1,0
24456,lilylogsd0n,1,0
24457,ivangarciasant,1,0
24458,siera_standifer,2,0
24459,21aoshina,1,0
24460,threndyleski,2,0
24461,bcferrys,0,1
24462,bcferries,0,1
24463,ebbenflut,1,0
24464,hrmpfm,0,1
24465,ahuman20638918,2,0
24466,shynlis_,1,0
24467,foxterscowd,1,0
24468,clarepower14,1,0
24469,itclll,0,1
24470,siliconhillspr,1,0
24471,sandybarrient12,14,1
24472,biraskikihayat,0,2
24473,lilianamabelmar,0,2
24474,kmarina88marina,0,2
24475,malucinefila,0,2
24476,patryksmoliski,0,2
24477,enginitalia,0,2
24478,turcasmega,0,2
24479,neusacarvalhaes,0,2
24480,akyurek81,0,2
24481,eakyurekmexico,0,2
24482,adrianalr_7,0,2
24483,akyurekengin1,0,2
24484,ulloa_toro,0,2
24485,ana2584,0,2
24486,janetplanet2020,1,0
24487,epiceyeroll,3,0
24488,universalorl,0,1
24489,tervistumbler,0,1
24490,voodoodoughnut,0,1
24491,axoprism,2,0
24492,curtisbatman,1,0
24493,buffywicks,1,0
24494,sonialg1975,1,0
24495,kcds1126karen,1,0
24496,khiyoti,1,0
24497,lesleyolivera,3,0
24498,jasonbdlt,0,1
24499,aiyssa_greene,1,0
24500,hrcdemocrat,1,0
24501,meganmary14,1,0
24502,dearstriaght,1,0
24503,gaymansthot,0,6
24504,yellowbirdcjk,1,0
24505,_mybabiess_,1,0
24506,shcskl,1,0
24507,madeint1690646,1,0
24508,fuoridallaue,8,0
24509,antonio_bordin,0,1
24510,oinot49,0,1
24511,valy_s,0,1
24512,ermannokilgore,0,1
24513,andfranchini,0,1
24514,tankdifferent,0,1
24515,lucasucci,0,1
24516,elenainvernizzi,0,1
24517,bebedogdog,4,0
24518,dedicatedpat,1,0
24519,gabicorral,1,0
24520,lisniege,1,0
24521,stephenhblack,1,0
24522,ari__arry__,1,0
24523,5cncogrande,0,1
24524,transepoetique,1,0
24525,lurvenothate,1,1
24526,tundrawolfqueen,2,0
24527,kelli_rose,0,1
24528,woot_master,2,0
24529,tatsutachi,1,0
24530,bohemdegil,1,0
24531,rainyourface,1,0
24532,manuelg91623212,1,0
24533,shak091379,1,0
24534,m00nstxn,1,0
24535,crybabykia,0,3
24536,wogletree,1,0
24537,_chocolatecoins,1,0
24538,elfmade_chaos,0,1
24539,davedavidmaud11,1,0
24540,bettywoellner,1,0
24541,madurosmid,1,0
24542,suavinwife,1,0
24543,kactuskorp,1,0
24544,thesmall_one,1,0
24545,thomas24marie,1,0
24546,mattgoncalvs,1,0
24547,merivis_vets,0,2
24548,tibuur,1,0
24549,davidopie,0,1
24550,hoodieheda,1,0
24551,andreab20392008,1,0
24552,canuckstephers,1,0
24553,katzchobert,1,0
24554,nievedetristeza,1,0
24555,debem03,1,0
24556,slashpng,1,0
24557,chorritodeleche,1,0
24558,3decorazones3_,0,1
24559,thefactorylupe,1,0
24560,bryan_chusin,1,0
24561,nadirivarola,1,0
24562,xcarterenglishx,1,0
24563,jetrovillandra,1,0
24564,beautybuterass,1,0
24565,daryl_goldman,5,0
24566,rsp516,0,1
24567,gsk,0,1
24568,mountsinainyc,0,1
24569,mountsinaiir,0,1
24570,emylianov,1,0
24571,benicenatasha,0,39
24572,chuckrod75,1,0
24573,welshwiz1,1,0
24574,skylergreenie18,1,0
24575,saggybudieslove,1,0
24576,brul0rd,1,0
24577,prettyjoyful08,2,0
24578,ngsdetroit,3,6
24579,meyuselif,2,0
24580,mskoflee,0,1
24581,darlanmisponcik,0,1
24582,karymegonzalez4,1,0
24583,diegofonsecadf,1,0
24584,scigradgirl,1,0
24585,_johndunne,1,0
24586,zarik_tigra,1,0
24587,j_rkings6,1,0
24588,emrahaltunoglu,1,0
24589,patry_y_cia,1,0
24590,chelsearendon,0,1
24591,8_yskd,1,0
24592,sage5357,1,0
24593,___annj,3,0
24594,terrenc53764222,1,0
24595,mariejo74206645,1,0
24596,chuucore,2,0
24597,bebeneuwirth,0,5
24598,henryofwaies,1,0
24599,cul_verg,1,0
24600,uraetjiro,1,0
24601,ivyjofreeman,1,0
24602,tracy_karin,1,0
24603,leehillerlondon,1,0
24604,gamzeemv,1,0
24605,kamerkkocak,0,1
24606,laiyouing1,1,0
24607,woodpearsall,1,0
24608,jasonmorganxxx,1,0
24609,lauowolf,2,0
24610,danny_funaro,0,1
24611,bertfarina,1,0
24612,rebecca14876200,1,0
24613,julieerick3,2,0
24614,muriassuncao,0,2
24615,whiteclaw650,1,0
24616,vichi_ni,1,0
24617,mullergaleano,0,1
24618,unlewis,1,0
24619,follower7690,1,0
24620,dialothegod,0,1
24621,ivannrivero17,1,0
24622,ravenstar2728,1,0
24623,angeligareta,1,0
24624,emilyjodell,1,0
24625,hansong_2000,1,0
24626,seokseoksoo,1,0
24627,tandjforall,1,0
24628,cainbanshee,1,0
24629,thestarsuntold,1,0
24630,currytwo,2,0
24631,winchester0704,1,0
24632,riverofyou,1,0
24633,solomourey,0,1
24634,komurduygu,1,0
24635,cinimodyeslah,1,0
24636,ooolalablog_,0,1
24637,dulmer_,1,0
24638,soldier76bot,1,0
24639,dragon_hungers,0,1
24640,mivia1,1,0
24641,clausenz,1,0
24642,misterdebuono,6,1
24643,catholicedu,0,1
24644,ocsoacathedu,0,1
24645,cpcoofficial,0,1
24646,oectaprov,0,1
24647,cbc_ontario,0,1
24648,stinaleicht,1,0
24649,katlanacross,1,0
24650,danch25,1,0
24651,ferchi300,1,0
24652,glcricri,1,0
24653,dantepreisser,0,1
24654,fer_hrr1,1,0
24655,guzmaan15,1,0
24656,charmcitysocia1,3,1
24657,djco_syl,0,2
24658,girvi_,1,0
24659,stognazzini,1,0
24660,andrefuentesg,1,0
24661,lozzadcfc,1,0
24662,twilight_goose,1,0
24663,erichmarrria,0,1
24664,mlbjess,1,0
24665,joeelonion,1,0
24666,amber_ruiz05,1,0
24667,cocktributer11,1,0
24668,monet5280,1,0
24669,dianahollins,1,0
24670,contributenoah,1,0
24671,bklynsportsguy,0,1
24672,d3kad3nc3,1,0
24673,vabddk,0,1
24674,8eingthe8itch,1,0
24675,ceejay75992194,2,0
24676,remain_hopeful,1,0
24677,janforcongress,0,1
24678,gibranvr23,1,0
24679,jilad16,2,0
24680,ramiro53830304,1,0
24681,juste_alicious,2,0
24682,rosieland96,1,0
24683,camila0135,1,0
24684,potus45stinks,4,0
24685,imnotready98,1,0
24686,udontknowme2411,0,2
24687,o_mimikyu_o,1,0
24688,anthea_btt,2,0
24689,maeveladanga,1,0
24690,mkojtat,1,0
24691,sisrum,1,0
24692,lovemychalaway,1,0
24693,igbt_iester,0,1
24694,pittyheda,1,0
24695,spacejamfan,2,0
24696,hanianempress,1,0
24697,corabeanz,1,0
24698,__ryaaaa,1,0
24699,theresakost13,0,3
24700,dpp,1,0
24701,professmaloney,1,0
24702,the_peach_scene,1,0
24703,ohgabiu,0,1
24704,fatmasemra3,1,0
24705,mustafa38684959,0,1
24706,_adjxo,1,0
24707,sadkqween,0,1
24708,theonicole,1,0
24709,steveuschrist,1,0
24710,domswildthings,0,5
24711,ilovemyduphots,1,0
24712,teamonikamaraj,0,1
24713,misst070171,1,0
24714,paola_tomlinso1,1,0
24715,sarah_mari3_g,1,0
24716,bleeforcongress,0,1
24717,lmao_in_fla,1,18
24718,houpgeda,2,0
24719,radc00n,1,0
24720,_aristxmo,1,0
24721,azulguaita,0,4
24722,ligiamacfer,1,0
24723,cinesuffragette,0,1
24724,jdanner46,1,0
24725,akihibiscus,1,0
24726,happymoe819,1,0
24727,fatgengar,1,0
24728,demgirl50,1,0
24729,arcadius2207,1,0
24730,louisianabernie,1,0
24731,ronborsh,1,0
24732,martingvillag,1,0
24733,librariankara,1,0
24734,sequoyahreglib,0,2
24735,jessalbertoga1,1,0
24736,robbinsimmons7,1,0
24737,wannabekinkyboi,1,0
24738,jackie_sabba,1,0
24739,altmayo,0,1
24740,mwink1975,1,0
24741,anoronhaa,1,0
24742,arafatmichael,0,1
24743,nydeltoro,1,0
24744,thehill,0,1
24745,xwheresmycoffee,1,0
24746,masterrbation,1,0
24747,k_sakuya06,1,0
24748,7_nase,1,0
24749,mehmetcaca21,1,0
24750,jesuisunecliche,3,0
24751,sarahdelipski,1,0
24752,stacy_redvirgo,1,0
24753,disregardmytypo,0,1
24754,kkzxemiliacosof,1,0
24755,mjcjamie,1,0
24756,akaa_aa,1,0
24757,jonathanhsy,1,0
24758,veerletakino,1,0
24759,chismeandomx,1,0
24760,usivelasco,0,1
24761,scorpiobabey,1,0
24762,thebeckwest,1,0
24763,aphroditecanvas,0,1
24764,ferihasrt,1,0
24765,kia_lynnae,1,0
24766,baidrap,0,1
24767,juan_9884,1,0
24768,0820anna1379,1,0
24769,ybl_ybl414,1,0
24770,tfvcker,0,1
24771,oliverra15,1,0
24772,sanderthecat,0,15
24773,_pttmnnml,1,0
24774,brebisla,0,2
24775,grandmak503,7,0
24776,kingfahad360,0,1
24777,mysticgalaxia,0,1
24778,moonandtheskye,0,1
24779,birdlegscass,0,1
24780,jedfarcry223,0,1
24781,abuzeusemi,1,0
24782,malayyysia,1,0
24783,415holgate,1,0
24784,mariasingracia,1,0
24785,queencarolyna,1,0
24786,marayolandagar6,1,0
24787,natanael_zc,1,0
24788,libreti_apuntes,1,0
24789,yajaperea_,0,1
24790,crisprotazio10,1,0
24791,iedgarscf,1,0
24792,halfcaperfarm,3,0
24793,ahegaoravi,1,0
24794,brimalandro,0,4
24795,janaeheyyy,1,0
24796,_aleedas_,0,4
24797,liz6916,1,0
24798,mao_morales04,4,0
24799,wmtkymchang,1,0
24800,mariapastranar,1,0
24801,lythoswf,2,0
24802,tbgkaru,0,2
24803,hanabannana88,0,2
24804,pandorasol_,1,0
24805,idpollution,0,1
24806,mrsuperfuntimes,1,0
24807,alexortiz678,1,0
24808,anavi_ivy,2,0
24809,zimonrock,1,0
24810,sheetara666,0,1
24811,julio_roberts20,1,0
24812,trapstar_alex,1,0
24813,bossupkel,0,2
24814,isgalis,1,0
24815,fine0121,1,0
24816,kkjenniebp,1,0
24817,fancyacademic,1,0
24818,jessbaug1,0,1
24819,truthhammer5,1,0
24820,mofoblaks,1,0
24821,vivaladeadly,1,0
24822,allsponkymusic,2,1
24823,kshmrmusic,0,2
24824,b3rror,0,2
24825,accountfora,1,0
24826,fanpageoftlh,0,1
24827,freshmilk01,1,0
24828,fernand48720181,1,0
24829,alesandrorivera,1,0
24830,jonbootylover,1,0
24831,annemeanders,1,0
24832,frogsage,1,0
24833,speculatingnerd,0,1
24834,jazminemcclel11,2,0
24835,super_nadine,0,12
24836,earpexpo,0,12
24837,supbruss,1,0
24838,patsupsiri,1,0
24839,reagangomez,1,0
24840,gwenline56,1,0
24841,mamakind420,1,0
24842,lola25876198,1,0
24843,nicolemariah96,1,0
24844,hugobautistaro1,13,0
24845,thundertrapp,0,1
24846,kittytgirl,0,1
24847,passivalerio,0,1
24848,kattkirstjensen,0,1
24849,jockosrocket,0,1
24850,samcro1968,0,1
24851,samuel_verson1,0,1
24852,simplyts1,0,1
24853,transloverpics,0,1
24854,culitosnice,0,1
24855,sexychicks06,0,1
24856,transgirllike,0,1
24857,worldsendnow,0,1
24858,jenncarr,1,0
24859,mile_blake,1,0
24860,_lizspier,1,0
24861,lucabella30,1,0
24862,constxlacion,1,0
24863,writersjhimes,1,0
24864,lukasmihxn,1,0
24865,mjgrace_,1,0
24866,mellifluousp,1,0
24867,qropoppers,1,0
24868,lordecali,1,0
24869,jryussuf,0,1
24870,illustori,1,0
24871,kwalaterps,1,0
24872,hectoretamoza,1,0
24873,ipekbhc,1,0
24874,vtcamerondaniel,1,0
24875,gaston_m_p,4,0
24876,dee_0803_,1,0
24877,nlopes952,2,0
24878,mulhollanddriv4,1,0
24879,moodinmoods,0,1
24880,mhain144,1,0
24881,baysamettt,1,0
24882,atzirirabe,1,0
24883,cheshire2225,1,0
24884,rubenpinzonhdez,0,1
24885,samepartoftown1,1,0
24886,alexdel31248777,1,0
24887,chloejonson3,1,0
24888,lonchikicker,1,0
24889,nolduyaniii,1,0
24890,tamaraiien,1,0
24891,itsemmilyyy,1,0
24892,koravangundy,1,0
24893,taylerjordynn,0,1
24894,tunahandonmezz,1,0
24895,omgitsmel92,1,0
24896,47kurdo47,2,0
24897,dragonnatsuru,1,0
24898,survivor_pas,1,0
24899,apinkblooded,1,0
24900,one_one_one1020,1,0
24901,snarkylicious,2,0
24902,tbreassealedhs,0,4
24903,stephenpeters2,0,4
24904,amanda_belle123,1,0
24905,babafornoah,1,0
24906,aim2pleaseyou,1,0
24907,smellymoonwolf,1,0
24908,deedeemagnohall,0,4
24909,2myquietplace,1,0
24910,creativitea93,1,0
24911,denise_cerami,1,0
24912,braog10,1,0
24913,chairosdela4t,0,2
24914,colin53935606,1,0
24915,armando98a,1,0
24916,flytetas16,0,1
24917,kbaileyjava2,1,0
24918,mamo64936796,1,0
24919,animationbliss,1,0
24920,lsfarmer311,1,0
24921,yofjoe,1,0
24922,crazyallnight,1,0
24923,beyspics,0,8
24924,anthro_activist,1,0
24925,snapandbud,1,0
24926,hillarypix,0,1
24927,tamagaytchi,1,0
24928,risto_licious,0,1
24929,hooplaoly,1,0
24930,juan_andresg7,2,0
24931,margaritaplyn,1,0
24932,donotbedenied,1,0
24933,fi_turn,1,0
24934,httphyeju,2,0
24935,pokekellz,1,0
24936,sukihopps,0,1
24937,97nmartinez,1,0
24938,williambrotz,1,0
24939,goodcatchfoods,0,1
24940,johnston95paul,1,0
24941,perra_y_media,1,0
24942,maxalexander201,2,0
24943,_daisy5,1,0
24944,melisaturneer,1,0
24945,stonybrooku,3,0
24946,rachelcorbman,0,1
24947,wgsssbu,0,1
24948,cincat83,2,0
24949,blackbeau5,1,0
24950,41da_agito,1,0
24951,chriswaltonmke,1,0
24952,lgmandelabarnes,0,2
24953,selkiesou,2,0
24954,thotattack,1,0
24955,elaguzelsoyy,1,0
24956,mervakbulak,0,1
24957,katizsche,1,0
24958,majo_turi,0,1
24959,anglnrqz,1,0
24960,rockabirdie,1,0
24961,repseanmaloney,0,1
24962,mrsyobe,1,0
24963,ellabeanthedog,0,1
24964,tinu,1,0
24965,akaleo2015,1,0
24966,adrasteapl,1,0
24967,miagl11,2,0
24968,toon_ne1,1,0
24969,cojedescom,1,0
24970,nairoby1806,0,1
24971,anabelle_a_,1,0
24972,macayits,1,0
24973,jazzdoporto,1,0
24974,kmktweetsnow,1,0
24975,tilnightfall,2,0
24976,judyyeemd,1,0
24977,montefiorenyc,0,2
24978,red_jar01,1,0
24979,alberto12084453,1,0
24980,maiasheline,1,0
24981,mca_ccpp,1,0
24982,thesilverchaos,2,0
24983,monsterkingarou,1,0
24984,jyryntheactor,1,0
24985,bluesberrry,2,0
24986,apaixocolico,0,1
24987,mayhemsiast,0,1
24988,bakato2go,1,0
24989,jeandre_goliath,1,0
24990,bluesuarezeed14,2,0
24991,virgoinservice,3,0
24992,newtsgeiszler,1,0
24993,tymanmayo,1,0
24994,queercacti,1,0
24995,amandas1297,1,0
24996,jinia_ptr,2,0
24997,mathieuvs,1,6
24998,teng2417,2,0
24999,autiedragon,1,0
25000,kyungchick,1,0
25001,bottomjohns,1,0
25002,allsovacant,0,1
25003,nonameteen__,1,0
25004,beomtatae,0,1
25005,shegoesbynessa,1,0
25006,11_sirk,1,0
25007,honoriffic5798,1,0
25008,jlmlngay,1,0
25009,morgan_jewel_s,1,0
25010,horrorsyndicate,0,1
25011,carolinag183,1,0
25012,iche_me,2,0
25013,donnasfineart,0,4
25014,joshuagrotheer,3,1
25015,tfwnoclout,1,0
25016,brownwoof,1,0
25017,mouz2009,1,0
25018,wokeshebear,3,0
25019,ainaisfabaf,1,0
25020,robysupersax,1,0
25021,i_o1o5_,1,0
25022,pb_andjly,1,0
25023,omar_z97,0,1
25024,hockeyfanaticc,1,0
25025,wesomebaby,1,0
25026,iamalvintran,1,0
25027,breathelikemoon,1,0
25028,baiku87,1,0
25029,neo_r_paulus,0,1
25030,nanab_2010,1,0
25031,alboo022002,3,0
25032,arielfoxman,1,0
25033,christrejo_84,1,0
25034,peito1919,1,0
25035,tacticalkittyx2,1,0
25036,cielsky9,0,1
25037,mizumarshes,1,0
25038,01_eyedking,0,1
25039,jayde_ram,1,0
25040,dansnurf,1,0
25041,baeholt,1,0
25042,ejpm22,1,0
25043,val_amarilla16,0,1
25044,magnusandalec_,1,0
25045,game_insomnia,1,0
25046,quepanca,1,0
25047,mayela_vrs,1,0
25048,amethystmrn,1,0
25049,alienbunny78,1,0
25050,alexiolo_,0,1
25051,sbsironynk2,2,0
25052,lichesgetstichs,1,0
25053,fuckthewall2019,1,0
25054,newyorkstateag,0,1
25055,sabcorrine,1,0
25056,fyidavid1,1,0
25057,morenlsarahid,1,0
25058,jabdxn,1,0
25059,mrjalago_,1,0
25060,mecart,1,0
25061,hidden_place__,1,0
25062,stoffelofogus,1,0
25063,rdsmj14jjjrr,1,0
25064,vstmmjj,1,0
25065,sharky_ist,1,0
25066,marshapatriot,0,6
25067,notsofastlane56,0,1
25068,love_stirring,1,0
25069,sexandhealing,2,0
25070,bluerasb3rry,1,0
25071,blondevegangirl,0,1
25072,jon_s_84,1,0
25073,kalvin_master,1,0
25074,whiskeypete111,11,0
25075,robbystarbuck,0,1
25076,aclu,0,2
25077,vox,0,1
25078,nbc,0,1
25079,harlandj85,1,0
25080,colbyjhar07,0,1
25081,haythammatthews,1,0
25082,botn00dle,1,0
25083,sir_isolda,1,0
25084,mynabirdy,0,1
25085,s_wl_,2,0
25086,holly__dale,2,0
25087,miranda_briseno,3,0
25088,citylab,0,2
25089,pride_outside,3,3
25090,wilderness,0,2
25091,daissy_mendez,1,0
25092,waxywex,1,0
25093,captainwrites,1,0
25094,normcaudell,2,0
25095,john_salami23,1,0
25096,miavizioli2019,1,0
25097,smj2mloves,1,0
25098,christinebwick,3,0
25099,playingforpride,2,0
25100,zackstef_23,0,1
25101,goldcup,0,1
25102,gamzeciiimmm,1,0
25103,turkeysecular,0,2
25104,alianzalgbti,1,0
25105,juanpablinca,0,2
25106,agatodemonbear,1,0
25107,dashthefox2,0,2
25108,go_syh_in_a_pig,1,0
25109,carealities,1,0
25110,vivi15figue,0,1
25111,willsvlogs2,6,0
25112,nypdnews,0,1
25113,nypdtransit,0,1
25114,nypd,0,1
25115,ghostfangirl01,1,0
25116,syndrome_harry,0,1
25117,ecee_tek,1,0
25118,enchanted_bleu,1,0
25119,aubel_f,1,0
25120,lilybug1973,1,0
25121,ilenechaiken,0,2
25122,bitemetrump2o16,2,0
25123,mmbrowne,2,0
25124,levistraussco,0,1
25125,simsekaytug,1,0
25126,beeyalcin,0,1
25127,ekitchener97,1,0
25128,eastieoaks,0,1
25129,seeuatchris,1,0
25130,frxths,1,0
25131,constanga,0,1
25132,1515yuruyururi,1,0
25133,bobguildner,2,0
25134,catgrass_www_,2,0
25135,deer_bun,1,0
25136,mysitc_celtic81,1,0
25137,star1013,0,1
25138,brat0ut0fhell,1,0
25139,delwchi,1,0
25140,mariajaneyoyo,1,0
25141,pruessoapbox,1,0
25142,yannetadriana90,1,0
25143,buseerdil6,1,0
25144,iamlegalblonde,1,0
25145,iggyazalea,0,1
25146,kylieknudson,1,0
25147,jalessandrog,1,0
25148,comassettoluiz,1,0
25149,hpplayldn,0,1
25150,leifhenning,0,1
25151,lesternoel,1,0
25152,zeldaretweets,1,0
25153,gayundead,0,1
25154,srlevesque,1,0
25155,barbaramain07,1,0
25156,iawoolford,1,0
25157,quinthindi,0,1
25158,liampaynemx,1,0
25159,laramrduartte,1,0
25160,gabisdying,0,2
25161,cquoisister,2,0
25162,sandracunhabe,0,1
25163,kristelleaisaka,1,0
25164,purplerhapsody_,0,1
25165,mitgc_cm,1,0
25166,morganoliveira1,0,1
25167,_milleuniversi,1,0
25168,josegrojasz,1,0
25169,senoracatolica,0,1
25170,trenton_dickey,2,0
25171,zodmagus,1,0
25172,snapdragon830,1,0
25173,thepaul25,1,0
25174,batturing,1,0
25175,sdsf3333,2,0
25176,emperadora10969,1,0
25177,dxllann,1,0
25178,boobiebirdd,0,3
25179,mgarner1227,1,0
25180,dracoduceus,1,0
25181,job1019,1,0
25182,indivisiblechi,0,1
25183,crowhawk,2,0
25184,delofan360,0,1
25185,therealmikedelo,1,6
25186,camilogvillegas,2,0
25187,xzibit04512844,1,0
25188,vyrongg,2,0
25189,clubednitachile,2,0
25190,cae_newyork,0,1
25191,ednitanazario,0,1
25192,pamebsosa,1,0
25193,cosmos_stacked,1,0
25194,funkyartist,1,0
25195,ans12019,1,0
25196,quazeesimpson11,1,0
25197,adriana_17_12,2,0
25198,haashonline,0,2
25199,0ffgunn,1,1
25200,oofuricentral,1,0
25201,eternalfaze,2,0
25202,tenej_jenet,1,0
25203,yuki_2_1,2,0
25204,araalise,1,0
25205,xiongye64,1,0
25206,chico00566720,0,1
25207,whimperspain,1,0
25208,mikaykay997,1,0
25209,ekaledin,1,0
25210,barbiejarocha3,1,0
25211,linkayriccam,2,0
25212,yadigarycl,1,0
25213,menhecelsunneh,0,1
25214,graficalmental,1,0
25215,wmcolliemd,1,0
25216,granchacocroata,0,2
25217,ceea81,2,0
25218,cindylauper11,0,1
25219,cindylauperaa,0,1
25220,darrylneville,1,0
25221,ijjuancarlos,1,0
25222,matthewdward,1,0
25223,resorterontezd,1,0
25224,velux_,1,0
25225,bluemangroup,0,1
25226,lizzette_b,2,0
25227,bobsmith4152,2,0
25228,frevolt,0,1
25229,sensanders,0,6
25230,rtjaye,1,0
25231,harunosairai,1,0
25232,sera188,1,0
25233,wtf_jv,1,0
25234,_goodnath,0,1
25235,orlandorivera78,1,0
25236,rosariocolmen17,2,0
25237,alyarlotch,1,0
25238,locolatinostud,1,0
25239,mastertuta,1,0
25240,yuyuyuyunium,1,0
25241,kinchanoo,2,1
25242,jparamo15,0,1
25243,maguercia,1,0
25244,jguerciamusic,0,1
25245,allisonrt_97,1,0
25246,chipahoyboy,1,0
25247,northwesternadm,0,1
25248,bubiulgen,1,0
25249,leylxa,0,1
25250,torrionero,1,0
25251,ouchcharlieouch,1,0
25252,aliar4,2,0
25253,unatiernapareja,1,0
25254,javi_desimone,1,0
25255,19coolguy,0,1
25256,tinysodium,1,0
25257,its_just_kim16,1,0
25258,rawrglicious,1,0
25259,zainabjazmine,1,0
25260,diamond_fucker,1,0
25261,deniz27858306,1,0
25262,flashesponja,1,0
25263,lilvintagedoll,1,0
25264,ballilokmayiz,0,1
25265,kylmks210,1,0
25266,missiip,1,0
25267,blue4life3,1,0
25268,berry0303,1,0
25269,ceciliagentili,1,2
25270,jonhoche,1,2
25271,kingkongbway,2,3
25272,caffenero_,1,0
25273,jimmypalmieri,3,0
25274,benjones2jones,1,0
25275,_hannahhhb,1,0
25276,cantfindmolls,0,1
25277,justsomeitgirl,1,0
25278,tressetta,1,0
25279,isadoraoberg,0,4
25280,indieray02,1,0
25281,anillicitwriter,0,2
25282,el_elias,1,0
25283,garycmelejr,2,2
25284,shanalinee,2,0
25285,pendulumtess,0,1
25286,emilyann152,1,0
25287,fivedirections,1,0
25288,tewawomenunited,0,1
25289,paganforge,2,0
25290,clover_guy,1,0
25291,pewdiepie,0,1
25292,truthful_topher,1,0
25293,rufotina,1,0
25294,randomstardust_,1,0
25295,corruptedtacos,1,0
25296,leeyuhnn,1,0
25297,jonnyhtw,1,0
25298,ukun_newyork,0,2
25299,south_pawmike,2,0
25300,rctroeras,1,0
25301,gaypoetsoclety,0,1
25302,j0ycechy,1,0
25303,ads31197,1,0
25304,marcusmoutra,1,0
25305,cr_nna,2,1
25306,artskooldamage,0,1
25307,mayijacome,1,0
25308,ivanfandino_,0,1
25309,ferofauchlevent,1,0
25310,themisswow,1,0
25311,farraigeart,0,1
25312,dance4jonas,1,0
25313,uptight_bass,1,0
25314,miuwua,0,1
25315,beatupcommies,1,0
25316,twilight18k,1,0
25317,sketchesaday,1,0
25318,snowfairy98,1,0
25319,justwhatnowwhy,1,0
25320,rockym35772638,1,0
25321,peetscoffee,0,1
25322,dallon_tyler,1,0
25323,larryghosts28,1,0
25324,starcandysandra,1,0
25325,yayayarndiva,1,0
25326,bignashty28,1,0
25327,realroyschwartz,0,1
25328,dr_squarenuts,1,0
25329,duffmartin1,1,0
25330,thehiddenjewell,1,0
25331,jessicarose295,1,0
25332,shots_marvel,2,0
25333,princesskyle,0,4
25334,presleymath,1,0
25335,sissystephanie3,1,0
25336,yooyouyooyou,1,0
25337,thatgirlleslie,1,0
25338,lesssssss1,0,1
25339,izzybur,1,0
25340,bauunickk,1,0
25341,gaelnlmb,1,0
25342,nerdorican,4,0
25343,nychealthcommr,0,2
25344,nychealthy,0,2
25345,nycchr,0,2
25346,alexanzaba,2,0
25347,lapuesverdad,0,5
25348,drmoiio,1,0
25349,allysom_benning,1,0
25350,sixfootfiveguy,1,0
25351,lesleyorozxo,1,0
25352,alinaangell,0,2
25353,gafan8,1,0
25354,rj_sav,1,0
25355,twinsrj,1,0
25356,vickymiento,2,0
25357,55andwhat,1,0
25358,paulinacardozo6,2,0
25359,diegunchis89,1,0
25360,free2bbee,1,0
25361,kaylaxortiz,1,0
25362,darincolville,2,0
25363,betterworldorg,0,2
25364,kingofthepaleo,1,0
25365,_______owl,1,0
25366,monsieurperine,0,2
25367,cc4california,1,0
25368,stphn_lyns,1,0
25369,pryinbrian,1,0
25370,ellieberries,1,0
25371,bellerinkus,1,0
25372,rkrlcdua,1,0
25373,twitchtvonline,0,2
25374,teamgodvek,0,2
25375,_atsushii_,1,0
25376,zuzannnnnna,1,0
25377,lilac_sheep2,1,0
25378,__xxzxcuzxme__,1,0
25379,zaynmal22939068,1,0
25380,katie_bolling,5,0
25381,carden_eugene,1,0
25382,sheldonlynette,1,0
25383,cameronthejedi,1,0
25384,brachyzoid,0,4
25385,retardada_19,1,0
25386,_mlambe,1,0
25387,denise3664,1,0
25388,heylizg,1,0
